rlregion,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
RL42428,54.45025569748681,-3.053044428500041,0.17606945460879642,-17.34000048607813,2.347349493392315e-67,3.4404435858376917e-65
RL6137,117.07311737300964,-2.2161681931116206,0.1281124357349419,-17.298618829609637,4.8180159011982526e-67,6.9577817867304174e-65
RL58855,52.283394257114715,-2.7824333267935013,0.16086710821549552,-17.296471339972054,5.000969716962517e-67,7.117322118923467e-65
RL23047,77.80288583230451,-2.562479070209953,0.14847564290867532,-17.258582081278394,9.645032768391282e-67,1.3530603112228911e-64
RL30327,57.462312108073824,-2.4702761781416367,0.14323730588634956,-17.246039101724357,1.1983858862220578e-66,1.6574858313662828e-64
RL1413,786.1606293117868,1.81092414015803,0.10527551273984753,17.201760343196906,2.5758567124269123e-66,3.475991585837608e-64
RL47470,64.80258697875125,-2.4909615898005715,0.1448100645640351,-17.20157778604585,2.583985598433252e-66,3.475991585837608e-64
RL20323,52.57735596795747,-2.4158673424213197,0.14058457519612927,-17.184441031677537,3.472780212979205e-66,4.60847320154808e-64
RL51717,100.33369636233562,-2.3386761159837066,0.13610127525629975,-17.18335196771388,3.538605788632161e-66,4.633214512582376e-64
RL1729,207.31023790683113,-3.432605634997708,0.20000459770821355,-17.16263363108048,5.056765516377408e-66,6.533873338266598e-64
RL8918,75.761599929521,-2.279124587230895,0.1328695647259991,-17.153097414978813,5.958985483903088e-66,7.599641227523158e-64
RL55993,1202.9815478723642,1.7039871216256368,0.09937357321417332,17.147286411379667,6.585673693132101e-66,8.186242489437623e-64
RL39279,131.43610048539895,-2.5130365880166905,0.146555695992962,-17.147314343465528,6.582509524145613e-66,8.186242489437623e-64
RL3241,117.96859402347852,-1.9975379993157418,0.11661317981781572,-17.129607497510033,8.925482546695354e-66,1.0956029826068547e-63
RL3936,88.77017781555165,-2.688195523173774,0.15696411641807925,-17.126178801361668,9.467222544900818e-66,1.147754634455877e-63
RL41533,65.28106026678334,-2.3608416517278585,0.1379084202881631,-17.11890866993343,1.0726748303488601e-65,1.2845935163446105e-63
RL11175,84.08212770584974,-2.31258535422997,0.1354081325698504,-17.078629697791754,2.1408780285835168e-65,2.5329424386373655e-63
RL59719,83.69207878054759,-2.633263279816405,0.15419699502476683,-17.07726716330273,2.191452525585151e-65,2.561912357291212e-63
RL9133,60.07011691770012,-2.8413684742708316,0.16653055075552847,-17.06214542244588,2.8393301327063357e-65,3.2802614003736724e-63
RL29667,81.4989697476492,-2.11882853925926,0.12434016512371275,-17.040580066393858,4.1063848373211735e-65,4.6889185002899913e-63
RL14765,90.9015637466295,-2.94161513997117,0.1726588518436916,-17.037152214091055,4.35423777557496e-65,4.914783328292656e-63
RL9794,122.82483010649074,-2.635371530899222,0.15478658159160097,-17.025839732364904,5.282913612297644e-65,5.895251326450325e-63
RL3267,147.59597227219868,-3.1512771597878864,0.18509879838156792,-17.02483855833442,5.374048308565724e-65,5.92956790900173e-63
RL53567,61.24633840899694,-2.1189624916877796,0.12457509750969847,-17.00951902945782,6.980850711210155e-65,7.616883776009303e-63
RL50532,150.7610682171031,-4.9671913936144545,0.29205695457856135,-17.007612096695727,7.211783840082178e-65,7.782386517539229e-63
RL15399,133.84057898176144,-2.388072861369437,0.14053803134810425,-16.992360277584392,9.354786238139393e-65,9.877849554680522e-63
RL3508,41.86664438950887,-2.649069841082351,0.15589739089111668,-16.992393688824077,9.349458434822437e-65,9.877849554680522e-63
RL17012,57.84207905627838,-2.800447229045564,0.16486478008814912,-16.98632799284501,1.0368012185917833e-64,1.08312637942248e-62
RL13694,65.41850638256196,-2.8432295724262007,0.16744530294737248,-16.980049737912438,1.1538822954438863e-64,1.1927499096062066e-62
RL45838,74.643907055129,-2.5662059643257975,0.15151640004844938,-16.936819799739297,2.407950562461051e-64,2.4631327628507834e-62
RL52062,1747.824248093648,1.4516640711295177,0.08574227264000372,16.93055276508069,2.6785284311961784e-64,2.7116648653965433e-62
RL11455,91.72600870153302,-2.6000059043722032,0.15358715682126464,-16.928537243500976,2.771829720441951e-64,2.7774865157897917e-62
RL36551,172.42033612495243,-2.599313089749278,0.15361075950716135,-16.921425934542675,3.1276555771520316e-64,3.102381592690197e-62
RL23129,47.10270461011819,-2.917977731051274,0.17252318148567375,-16.91354000038297,3.575685131653335e-64,3.511322799283575e-62
RL36598,86.74344750611556,-3.127034746487099,0.1849152969555997,-16.910633127544532,3.756504189357754e-64,3.652363479157737e-62
RL32681,70.23581648110242,-2.481011032329647,0.14683458895421347,-16.896638932283764,4.762933482060337e-64,4.5854908621404426e-62
RL15419,135.45879191199657,-2.471380184476594,0.14628618154434714,-16.894146517368675,4.968512946719182e-64,4.736970595804114e-62
RL47046,55.36569724349464,-2.4246161064923184,0.14363465936134553,-16.880439005968935,6.267699979590059e-64,5.9181551730359976e-62
RL19534,87.35483053436258,-2.5037902534658554,0.14841303294750313,-16.870420364978994,7.426598246687721e-64,6.945637598330801e-62
RL10276,93.57711881434795,-2.16866445990423,0.12857516295936983,-16.866900340538827,7.882564075261159e-64,7.3025263414211875e-62
RL14840,98.34312284083408,-2.2654758585705914,0.13443874671831588,-16.851361038922448,1.0252767794461961e-63,9.409549508562285e-62
RL64065,119.77089946445994,-2.205314282295108,0.13089902068600637,-16.847446762685102,1.0954295037174544e-63,9.960294191208706e-62
RL47409,76.59367904577829,-2.3319309847107936,0.13849877713693687,-16.83719548227607,1.302657395028796e-63,1.1735867540534656e-61
RL10826,89.25134118850082,-2.179914055871627,0.12949168007125367,-16.834394724604042,1.3657783884129687e-63,1.2192676158377592e-61
RL58271,112.8847883193047,-3.610198300681908,0.21465790110449914,-16.818380698339176,1.7898428856861846e-63,1.5834465889584084e-61
RL31908,88.68514671850531,-2.121102741929063,0.12612419804288344,-16.81757168602862,1.8144484952166895e-63,1.5908825199132045e-61
RL41026,79.73757242673913,-2.259512131219225,0.13439686260770675,-16.81223867416126,1.9853011312466475e-63,1.725279390163016e-61
RL19902,69.0373983921084,-2.4300913406569244,0.14460885042705085,-16.804582385383142,2.2589790997948364e-63,1.9458925228057277e-61
RL9209,109.8474574781208,-2.1694883952133655,0.1292189944910461,-16.789237555657458,2.92579399636673e-63,2.4983736560279384e-61
RL50375,146.97472807721417,-2.377378907759382,0.14196903510381695,-16.745756608269463,6.081233762398858e-63,5.14807892644455e-61
RL5609,56.206230954842745,-2.7502577317867396,0.1643470057464453,-16.734455971956308,7.352583730026097e-63,6.171142925543271e-61
RL20986,73.53167360508921,-2.811706289513835,0.16803908613241741,-16.732454063087243,7.603961996883645e-63,6.328042949948932e-61
RL17974,50.93388747676448,-2.7336916921965697,0.16339100664391,-16.73098017049558,7.794494507491732e-63,6.432095467526791e-61
RL62564,1785.0591780882735,2.311239725542357,0.13816826483054725,16.727717673641735,8.233331623913321e-63,6.681926987341224e-61
RL20065,56.7629721198449,-2.2454838184791783,0.13423718750064276,-16.727732905372637,8.231226659922739e-63,6.681926987341224e-61
RL64133,97.12290642098824,-1.8848041759886685,0.11288751583799977,-16.696303058820725,1.3944130304817156e-62,1.1223881933877415e-60
RL48362,129.84522007719943,-2.3169148793895276,0.13900210498129342,-16.66819995065062,2.2321592612547797e-62,1.7820978817497512e-60
RL23216,43.23793321036601,-2.7964277510534705,0.16785374784854537,-16.65990653706875,2.564248472166711e-62,2.0307193545707338e-60
RL8584,102.06593735973391,-2.0257815381641526,0.1217537955133886,-16.638344041943142,3.67645163716734e-62,2.8882204061586625e-60
RL36333,59.40337517457807,-2.637484768034017,0.1586578814854808,-16.62372359532218,4.692540225585563e-62,3.65720198533732e-60
RL3182,46.68987357540429,-2.4899521708862298,0.15027327856320621,-16.569493889353954,1.1579629633170969e-61,8.953697873837709e-60
RL56596,1676.9522648026727,1.6583113435155754,0.10042356124036524,16.513170047279875,2.949732116809734e-61,2.2629976083649677e-59
RL8118,132.096685796987,-2.8643492627945784,0.17348827361072372,-16.510333541168663,3.0916984270351652e-61,2.353525469262428e-59
RL2282,145.40797263001508,-1.9107922184694701,0.11586156877701731,-16.492027845289293,4.1865941118465326e-61,3.162488782948688e-59
RL38897,1731.2031186068973,1.9489114269612577,0.11819964934302252,16.488301258029956,4.4529372538359365e-61,3.3380033460052593e-59
RL51391,53.152052629362856,-2.4878016582159224,0.1509229652701513,-16.48391716769393,4.7879604723255234e-61,3.561952411987624e-59
RL28952,49.28106764813196,-2.159105054962154,0.1310618274517122,-16.473942847757446,5.6467013987416745e-61,4.169218626740094e-59
RL33294,102.64595747572308,-2.758083701501136,0.16779044263510273,-16.437668666857242,1.0279799733553853e-60,7.53340547638051e-59
RL40116,98.28152423023829,-2.2081707169905442,0.1343618337678337,-16.434508632906002,1.082989364972387e-60,7.877744862243586e-59
RL1870,84.4957539156007,-2.901506516929267,0.17678261041002238,-16.41285028091638,1.547659987238294e-60,1.1175015496088271e-58
RL47718,107.00714139194163,-2.1708892558099957,0.13236939702376455,-16.400235285654823,1.904988276739702e-60,1.36547334872875e-58
RL4868,87.18085693179594,-2.1093275741101762,0.12886250277254022,-16.36882358115786,3.1932684487366305e-60,2.2723113164198342e-58
RL44918,72.11964376617894,-2.4850012072292165,0.15183584923951834,-16.366366834153713,3.324785041526255e-60,2.3488769142293396e-58
RL50298,877.8349786058133,1.5224647345407687,0.0931604469047407,16.342394064484616,4.9279342743375545e-60,3.4565938981424846e-58
RL55003,72.95560361252831,-2.962668457179167,0.18139594005176546,-16.332606211217858,5.785898356637935e-60,4.029611479587555e-58
RL32334,110.30012027865904,-2.0666144564609015,0.12659693691666882,-16.324363817911568,6.622748755139827e-60,4.574038210528187e-58
RL61882,144.08901670141518,-2.972720452499864,0.18210719313300697,-16.324014451909413,6.660768473579744e-60,4.574038210528187e-58
RL44754,108.26408197215983,-2.360590017909108,0.1446719213918622,-16.3168498434133,7.49023469371186e-60,5.107923936961837e-58
RL14751,40.283059910604784,-2.5169776596516216,0.15429733514584923,-16.312515425314725,8.041201425833881e-60,5.4458343449440485e-58
RL29525,59.83293358701793,-2.364989822260828,0.14507951655042692,-16.301335147052285,9.655956883199264e-60,6.494623054316218e-58
RL15437,86.13630966301038,-1.9030447707351477,0.1167703350499514,-16.297330738334125,1.0309729624428213e-59,6.887179925978575e-58
RL15546,68.00756799664143,-2.2324284549976263,0.1374408571965797,-16.24282982901231,2.510701190261123e-59,1.665884168132718e-57
RL1963,742.146893015161,1.617913688375198,0.09969545290588844,16.228560493150006,3.1680206789985263e-59,2.087916984413794e-57
RL41686,2785.7217760355775,1.8125065288851925,0.11175981658377591,16.217873152346534,3.7702597691230703e-59,2.468263395519237e-57
RL62102,73.31851319968268,-2.224114988830849,0.13718638375988423,-16.21235962253872,4.124248891910296e-59,2.6821274250701395e-57
RL52542,1303.47360676243,1.7557796809600348,0.10833006639213713,16.207685820152637,4.450126546822691e-59,2.867720569120804e-57
RL20862,124.1107241473469,-2.0150992298208337,0.12433174907723209,-16.207438926714524,4.468037139261537e-59,2.867720569120804e-57
RL19412,92.81825560850201,-2.18194307714488,0.13477998311822778,-16.188925288934776,6.037384356590183e-59,3.849812622189325e-57
RL50387,64.85956059592554,-2.145345982851182,0.13255622973685013,-16.18442216642787,6.495681390243001e-59,4.115328467882985e-57
RL64026,59.136190771015045,-2.736330277896718,0.16916671832502894,-16.17534645697425,7.5273134859386905e-59,4.738347335379355e-57
RL23109,45.24536472232627,-2.4284586161751256,0.15027178992981505,-16.160442471001016,9.5871070484111e-59,5.996521733464778e-57
RL41561,106.14629669159163,-2.1601632451197865,0.13386235559811605,-16.13719731337365,1.3974435778293084e-58,8.685377173597347e-57
RL63390,50.4687375063249,-2.0598699176491517,0.12780604933425457,-16.117155082870287,1.9330566718942646e-58,1.193875252704508e-56
RL44660,67.07101763276775,-2.513159018971464,0.15610693006277554,-16.098958694279897,2.5943398250941916e-58,1.5922760676515602e-56
RL19704,127.77167708072724,-2.2954951493529396,0.1426141712583644,-16.09584187250471,2.7283498219493424e-58,1.6641239286672386e-56
RL48462,59.262485439971435,-2.5684260227112015,0.15962918675713506,-16.089952438452794,3.0006778519664114e-58,1.818929413969763e-56
RL2956,114.8996104697896,-3.0653051596009244,0.19079290353434666,-16.066138220120468,4.407000131375365e-58,2.6477639657683207e-56
RL15556,72.98244548146943,-2.4275212370459744,0.1510974749615544,-16.065928551510464,4.421927600672145e-58,2.6477639657683207e-56
RL10125,55.766366232273754,-2.0950171723625988,0.13066070217535733,-16.034026585521595,7.393299169045465e-58,4.400133202425846e-56
RL22066,144.1062401639294,-2.6996278694223794,0.1684713457427445,-16.024255386104098,8.652107559248309e-58,5.118294953724e-56
RL15311,37.157842205623346,-2.4049875927208766,0.15042215398242612,-15.988253917716484,1.5429536065771028e-57,9.07293677639949e-56
RL45419,86.95927575916282,-2.659321106929165,0.16677638549519427,-15.945429558465843,3.0652517870719013e-57,1.7917126517289327e-55
RL42319,122.79276875288649,-1.9464196891124717,0.12211509662819338,-15.939222445516135,3.3853993510639777e-57,1.9671373744052224e-55
RL49007,265.39109563767454,-3.340491931713706,0.20991593295893762,-15.913474906962641,5.109698052402529e-57,2.9516020514466376e-55
RL4424,529.902908187309,1.9328380913982948,0.12155924825731433,15.900378779135746,6.298278706471844e-57,3.616906251318918e-55
RL63952,52.740198599130395,-2.1367549537886457,0.13447800434695742,-15.889252403506463,7.521929061659396e-57,4.294496708459027e-55
RL56255,2923.3144376557793,2.166147014246069,0.13646429702256666,15.873360736162809,9.69098372780982e-57,5.4842612642364786e-55
RL21409,67.30546310670044,-2.4636031953865145,0.1552053077454768,-15.87318907563786,9.717530142333476e-57,5.4842612642364786e-55
RL1408,496.9615885965713,1.6564571938692134,0.10441917836892489,15.863534072416858,1.133328840779683e-56,6.3595938379751345e-55
RL5356,89.52418325920408,-2.585509754886278,0.16314542043235633,-15.847884347806668,1.4539383387391077e-56,8.112315049101158e-55
RL33191,642.993993725409,2.0736149434042686,0.13112595614308917,15.813916667585389,2.49463843488277e-56,1.3840310412739436e-54
RL14692,32.981155810119546,-2.49070477216646,0.15764464932009276,-15.799488171077462,3.13652781775045e-56,1.7303765826016526e-54
RL12362,121.58693258802691,-1.8746640836913138,0.11872367936587147,-15.790144760542253,3.6374422326406745e-56,1.9955130013704705e-54
RL31823,66.65536095959166,-2.0701995235874024,0.13118277855769803,-15.781031217271162,4.202653788750571e-56,2.2927811225294782e-54
RL45900,89.81507446638705,-2.149373402164339,0.1362469662843828,-15.77556888626818,4.58250569487304e-56,2.4861992223012846e-54
RL19569,102.58251522364536,-2.5601594172810778,0.16229579030417451,-15.774650793362113,4.649625599556068e-56,2.5087540322879443e-54
RL26428,119.04509137149057,-1.9032592490162548,0.12068072674864033,-15.771029063990104,4.924089901503725e-56,2.6423258378560974e-54
RL3080,83.41609282593343,-2.0165022344128123,0.12791180400028998,-15.764786136612074,5.435601421173503e-56,2.900956845430641e-54
RL36339,329.61291110728405,-1.7276179994498733,0.1095913753578293,-15.764178465768756,5.488132482099463e-56,2.901597052651342e-54
RL25993,59.74497733111881,-2.1943590968074003,0.13919986603304535,-15.764089142775974,5.495896657771381e-56,2.901597052651342e-54
RL57957,57.383479867125864,-2.5247865874851416,0.1602088469842893,-15.759345598016393,5.924324911205545e-56,3.111062600429864e-54
RL36250,39.466125354111746,-2.2471868562448565,0.1426251829493342,-15.755891139106486,6.257109142322589e-56,3.2510482422014724e-54
RL47418,111.66623254557851,-3.4071329668538195,0.21624214504686123,-15.756100486866098,6.2364219705115755e-56,3.2510482422014724e-54
RL7880,29.728419867118692,-2.6008843151313346,0.16514230376081765,-15.74935226105542,6.938839697794572e-56,3.586284517491721e-54
RL5103,88.61592292421871,-2.164539329756061,0.13747245293471053,-15.745258657631291,7.40278065506375e-56,3.80603696506419e-54
RL12482,63.81896259661725,-2.6804588928056376,0.17028604743436992,-15.74091907816884,7.928370650173461e-56,4.055031238786635e-54
RL53387,88.03557964316737,-2.7214112341370127,0.17295832184960197,-15.734491437211384,8.775897615581062e-56,4.465249460363007e-54
RL34465,172.27940065498902,-1.8126179878955684,0.11525219774116365,-15.72740497293069,9.815205539502064e-56,4.968315381335581e-54
RL3809,160.06615259432013,-2.3000504411988105,0.1464037892177998,-15.710320432875584,1.285278558718513e-55,6.472530998264512e-54
RL2375,1286.9680827950697,1.343379120680205,0.08560682721267837,15.692429732768447,1.704061362626956e-55,8.537695194386074e-54
RL28347,98.82966601602229,-2.2347893205144294,0.14253628944664534,-15.678739282398418,2.1140869236378974e-55,1.053824040107825e-53
RL41748,97.03637959827446,-2.063454265272895,0.13203231528585463,-15.62840324965478,4.663431650999236e-55,2.312873677414773e-53
RL7748,56.53804857502617,-2.360660647453359,0.1511395557761942,-15.619078905782942,5.3979795751849495e-55,2.663726604438e-53
RL58501,65.9558719374987,-2.3436030763707723,0.15015068897244493,-15.608340477217931,6.387696149990787e-55,3.1363588096454765e-53
RL38851,2547.781669308656,1.6150444705175508,0.10369047590394556,15.575629839076631,1.0659787112371475e-54,5.20791589271084e-53
RL4240,153.15680139508612,-1.8200840579945545,0.116974489612248,-15.55966659079126,1.3680969787139317e-54,6.650847688599411e-53
RL48067,64.76717877719042,-2.406108464914763,0.15469867040850363,-15.553517419129037,1.5060238090106568e-54,7.285297440632833e-53
RL45784,28.590144702433964,-2.103215036355969,0.13541209176502905,-15.531958844602505,2.1083971533961598e-54,1.0149245120759946e-52
RL41546,131.84556082364037,-2.2956767436625722,0.1478212216756154,-15.530089101146071,2.1707797957052903e-54,1.03985646799151e-52
RL14434,78.0098852417646,-1.865902539042233,0.12019998147298741,-15.523318025315653,2.412470896089886e-54,1.1500225339612952e-52
RL7599,74.08519829774521,-2.1488654001430567,0.13848900085846774,-15.516505908935994,2.682663899712311e-54,1.272645386240333e-52
RL6729,152.03035771647654,-2.0697958221753914,0.1334150035349542,-15.51396595086184,2.790946307579541e-54,1.3176486894438026e-52
RL49943,41.952735950958264,-2.479130151508322,0.1599046135269326,-15.503806280678475,3.2693645353372676e-54,1.5361320448331085e-52
RL14061,78.88637584542417,-2.5451963423507813,0.16417634015494392,-15.502820564453522,3.319919595870008e-54,1.5478846999256229e-52
RL17861,79.2562881322792,-2.4257353493624136,0.15647174904359928,-15.502704892028188,3.3259029703086196e-54,1.5478846999256229e-52
RL11864,34.688623500221404,-2.572122615420022,0.16605755446778037,-15.489344183489603,4.0944575449265724e-54,1.8965836363763653e-52
RL14133,105.99741506836222,-1.9988103265984667,0.12913045283358068,-15.479000365424811,4.808870663869093e-54,2.21704741404669e-52
RL13534,93.30637838082349,-1.7631216670306116,0.11392413210365715,-15.4762791207958,5.016613432605282e-54,2.3020160704758817e-52
RL7569,98.56721592595326,-2.5513384674452886,0.165090542260652,-15.45417703830136,7.070889438749454e-54,3.229587641326495e-52
RL62317,163.88167028223833,-2.442446135501021,0.15806481552965154,-15.452180975992345,7.293327531295113e-54,3.3157627943202783e-52
RL4980,84.75399132424327,-1.8995725550824385,0.12297464317235697,-15.446863727996867,7.92046708107971e-54,3.584285103050818e-52
RL24253,115.35927862208744,-1.9173555820086365,0.12419860622520205,-15.437818831332198,9.113031919992706e-54,4.105044653868274e-52
RL51248,31.797075889526244,-2.63466799165997,0.1706873498884876,-15.435637107150793,9.426494818103809e-54,4.2268574937798814e-52
RL42604,35.63585374244277,-2.4364484690913946,0.1578892050485378,-15.43138093793296,1.0069242236934696e-53,4.494543580304486e-52
RL19604,66.20024661994475,-2.6491938962030264,0.17173799765166675,-15.425787725651379,1.0980712674891354e-53,4.879212600336339e-52
RL14284,88.8735042282979,-2.694134577807996,0.17478402079454186,-15.414078275353008,1.3163559837862653e-53,5.82279989224375e-52
RL13413,825.5398949144449,1.9904122452572,0.12926268392795756,15.398196794107443,1.6829730978051638e-53,7.41111920199404e-52
RL52157,63.103453284703235,-2.1906041836144583,0.1422710383396364,-15.397400688008902,1.7038177820452054e-53,7.469415455216034e-52
RL4719,107.8480806132882,-2.0398134898917606,0.1324879086389776,-15.396223782580357,1.7351049226801865e-53,7.572769040319747e-52
RL9879,70.61720307143416,-2.7292231077530906,0.17727950929995315,-15.39502855423242,1.7674647358838206e-53,7.651700966232743e-52
RL64169,51.71973661252638,-2.3649094209788677,0.1536156149959308,-15.394980653766956,1.7687740522757968e-53,7.651700966232743e-52
RL30155,61.41016786256515,-2.484041435723381,0.16141585170738096,-15.389079879382098,1.937680761604984e-53,8.345625034631992e-52
RL21517,108.35296729949457,-2.1424426511933627,0.13930188329764265,-15.379854173368656,2.23450350354303e-53,9.582019390739106e-52
RL44112,113.98102499349967,-2.5915667608607844,0.16858340906250613,-15.372608581547322,2.499014038574757e-53,1.0669703416871353e-51
RL6713,135.04275099432192,-2.535392528978608,0.16508848162801693,-15.357779682603429,3.141505895809571e-53,1.3354799955346315e-51
RL50435,116.10361104316104,-2.1918934258717147,0.14278372266650083,-15.351143568313514,3.4799740447678415e-53,1.472989013776733e-51
RL26877,109.12701966997504,-2.0177321494093827,0.13154735769520917,-15.338446813081571,4.231999140119202e-53,1.78361508823908e-51
RL7733,1991.894429400884,1.5524055511761088,0.10123207679777314,15.335115116498903,4.454823397765479e-53,1.8695028105152568e-51
RL41828,65.17529722097346,-2.286999097691801,0.14917512797791763,-15.33096789452961,4.748577825448375e-53,1.9842993296128955e-51
RL8803,67.00644205966793,-2.4062052735549435,0.15698543531481926,-15.327570157890948,5.003560653879224e-53,2.0819900686904228e-51
RL23341,114.9605422031331,-2.415998628337009,0.15764347025783015,-15.325713297135481,5.148623367090517e-53,2.133311454212189e-51
RL11620,126.59006688960898,-1.893491513296534,0.1235991985692957,-15.319609958756738,5.655586164413876e-53,2.3335233669976583e-51
RL6861,83.94056226031861,-2.926189761258658,0.1910578182272452,-15.315728968380826,6.0035006332655335e-53,2.466710302036299e-51
RL51563,843.1145489965378,-3.5419203195933173,0.23128754093332948,-15.31392614275883,6.17228701449354e-53,2.525494103430273e-51
RL1565,51.65433796474764,-2.4868439716272572,0.16243826063909786,-15.309471806968423,6.609852673067855e-53,2.693309263465823e-51
RL50366,3500.7159100585914,1.5769209139831029,0.10308659501555689,15.297051122361044,8.0000132487432075e-53,3.246286367878442e-51
RL39296,132.04007210612644,-2.2175528295318356,0.14500746408024562,-15.29268057749541,8.55549233607455e-53,3.457404721821073e-51
RL8499,47.271464344562084,-1.9876384535010936,0.12997829504033018,-15.292079749810238,8.634799577761695e-53,3.4751529448204854e-51
RL58060,2683.002589510335,2.0523907899394027,0.1342306140522822,15.290035022413038,8.910221895133735e-53,3.571362408580134e-51
RL57787,64.41934573713955,-2.4102017569919036,0.15769409957020927,-15.284032589430037,9.77030710600449e-53,3.9001795032912234e-51
RL29524,37.65789178462506,-2.8098923993704314,0.1838525426929206,-15.283402438788402,9.865263286224935e-53,3.9221411121752576e-51
RL3262,131.81704617154415,-2.090975888237218,0.1368378456218746,-15.280684073434134,1.028553349539166e-52,4.0727394727720196e-51
RL4949,75.1790615844867,-1.9411479777600558,0.12723333575553383,-15.256598958387588,1.4880469082413232e-52,5.868522344951724e-51
RL5030,113.85817146425747,-1.9558342363050962,0.12839743110752305,-15.232658624355453,2.146810267895386e-52,8.432670732293076e-51
RL6488,122.19353790082295,-3.005679705216142,0.1973876671851286,-15.227292302903276,2.33045019622508e-52,9.117538217900511e-51
RL46023,40.5620077285858,-2.5982984378598935,0.17067620998267477,-15.223553640683988,2.4675546980540133e-52,9.615629815432703e-51
RL1355,64.72308838637244,-2.712785287469035,0.1784250483647152,-15.204060821796068,3.3236316904657436e-52,1.290042023730182e-50
RL64063,63.42880696644482,-2.502136167294828,0.16464757061529753,-15.196921266097032,3.706353585675594e-52,1.4329288272178872e-50
RL6299,111.51092178981165,-1.7093505230166113,0.11266576547824585,-15.171871559747778,5.430596035906572e-52,2.0913118852000994e-50
RL52131,92.65314620737392,-2.0186428086945165,0.13331170911668958,-15.14227686427432,8.521171107356445e-52,3.2559494270132407e-50
RL14924,86.27674998916588,-2.7496751406675894,0.1815890987290557,-15.142291910211565,8.519221558522947e-52,3.2559494270132407e-50
RL54002,72.94851900578008,-2.356497881589372,0.1556573629316575,-15.13900683659924,8.955592840791273e-52,3.4086791355259807e-50
RL35153,52.34679918940146,-2.4020929190950273,0.15867699902339308,-15.138255285133651,9.058512437229214e-52,3.4345402368181805e-50
RL52614,142.14351290684675,-2.5498472189187495,0.16861297171276066,-15.122485494547373,1.1511436700616025e-51,4.347781092309591e-50
RL33286,212.396867210841,-1.9266786053864562,0.12743446130732985,-15.118976339845338,1.2141533669268597e-51,4.568193893954698e-50
RL21317,109.0525587579149,-2.9180818984838246,0.19303782638678568,-15.116632595297295,1.2581381790611818e-51,4.715617144420155e-50
RL3525,82.51120087404327,-1.9238703201862037,0.12729762422676083,-15.113167522742838,1.3260896546276588e-51,4.951406999408217e-50
RL29891,81.73812292344819,-2.1774603388161498,0.1440868628588582,-15.112136496087809,1.3470051050641536e-51,5.01045080747348e-50
RL58351,883.7530025497634,1.5735693232273356,0.10415312370399955,15.108229760821944,1.4292809787165167e-51,5.29642989094196e-50
RL32352,61.38062142214052,-1.9838850308903924,0.13140027167115262,-15.098028380453728,1.6684814840665345e-51,6.159582020125327e-50
RL43324,282.7692157006576,1.6632524273088038,0.11023616004900724,15.08808386077108,1.9399463813720423e-51,7.134933882049983e-50
RL64167,46.57747602746893,-2.7051244611295115,0.17947256785951654,-15.072634739627548,2.4513876882616883e-51,8.982323544302156e-50
RL753,49.420449299593855,-2.41090821710788,0.16026101816058597,-15.043634720279162,3.800944974099673e-51,1.3875568641508844e-49
RL6648,96.08779167744709,-2.4390819707151543,0.16229122382956676,-15.029044166162693,4.737929332580377e-51,1.7232024461459e-49
RL60510,93.89533461575779,-2.1030063850210143,0.1401425656265855,-15.00619298368309,6.68775976041689e-51,2.4233874851399945e-49
RL3046,78.5933385711416,-2.2258625657795683,0.14845377978786287,-14.993640235770865,8.080055181587196e-51,2.917137569234789e-49
RL56502,655.3862367586945,1.2870925639686148,0.08585066790006937,14.99222540081805,8.254056467867245e-51,2.9690415573060934e-49
RL56376,493.4249522990464,1.2545284485454953,0.0836869731580606,14.990725571781072,8.442585471281011e-51,3.025773333137939e-49
RL45819,70.54581145344152,-2.2372482464265038,0.14931694782686222,-14.983217102861389,9.452832579891832e-51,3.3755205794377378e-49
RL3360,71.08783787082898,-1.991137148830072,0.13301782801990394,-14.968949489478439,1.171572302818509e-50,4.168420294810782e-49
RL15405,114.94715626064676,-1.7083950317993082,0.11414351848819408,-14.967078765633183,1.204990407107524e-50,4.2718432483017635e-49
RL27870,66.87494737287633,-2.2746546571454345,0.15198093144670757,-14.966710859664962,1.2116734038007025e-50,4.2800837501161505e-49
RL35201,134.97858803585706,-2.14394314660767,0.1433484169012623,-14.956168982908322,1.419667205875197e-50,4.9968214916467515e-49
RL13596,78.55936441255183,-2.424578609920861,0.16214295705850393,-14.953339040474214,1.4813164017048784e-50,5.195188237407823e-49
RL10816,44.12722447922192,-2.4329351155822705,0.16282730966959105,-14.941812405542898,1.761191882500343e-50,6.154770208595505e-49
RL40881,86.50037613553874,-2.621344272989557,0.17546689828780554,-14.939252352258244,1.8301706106701006e-50,6.373147303822833e-49
RL17910,43.57521649097346,-2.3356817122138382,0.15639067326935904,-14.934916919188545,1.9531737703493504e-50,6.777443966371244e-49
RL34505,86.96736485218595,-1.8874675540940804,0.12641614335931656,-14.93058959036009,2.0841514681865682e-50,7.206467400560598e-49
RL4471,102.21914549192233,-2.632712067114573,0.17633526160447624,-14.930150913433312,2.097907743141062e-50,7.228580364086045e-49
RL52836,77.1292332617412,-2.40478148405722,0.16119477820934208,-14.918482538771533,2.498918462198818e-50,8.580202552025311e-49
RL54872,79.69716804964948,-2.2573767223076886,0.1513207316337488,-14.917828495380007,2.523529712022255e-50,8.63451629688451e-49
